barangay,ndeath01_prop,nmaln05_prop,ndeath05_prop,nsquat_prop,nmsh_prop,nntsws_prop,nntstf_prop,nntkinder5_prop,nntelem611_prop,nnths1215_prop,nntelem612_prop,nnths1316_prop,nnths1617_prop,ntert1721_prop,nntliter10ab_prop,npovp_prop,nsubp_prop,nfshort_prop,nunempl15ab_prop,nvictcr_prop,age_dep_prop,dep_prop
San Roque Sur,0.0,2.3255813953488373,0.0,31.539888682745826,1.391465677179963,0.0,0.0,45.83333333333333,10.9375,15.0,19.205298013245034,23.300970873786408,43.90243902439025,17.20430107526882,1.2702078521939952,25.788497217068645,14.37847866419295,0.1855287569573284,2.4213075060532687,0.0,35.43599257884972,62.615955473098325
Sanbermicristi (Pob.),0.0,0.0,0.0,4.623655913978494,1.1827956989247312,0.0,0.0,30.76923076923077,16.666666666666664,26.865671641791046,19.0,30.37974683544304,57.89473684210527,30.0,1.1464968152866242,24.516129032258064,14.731182795698924,0.0,3.287671232876712,0.0,32.15053763440861,62.043010752688176
Sangitan,0.0,3.1578947368421053,0.0,4.365733113673806,1.9769357495881383,0.0,0.08237232289950577,42.10526315789473,13.861386138613863,22.972972972972975,20.0,28.205128205128204,41.86046511627907,31.25,1.520912547528517,18.204283360790775,12.767710049423394,0.0,3.536345776031434,0.08237232289950577,28.83031301482702,59.555189456342674
Sangitan East,0.0,0.7042253521126761,0.0,3.9719626168224296,5.549065420560748,0.40887850467289716,0.23364485981308408,22.22222222222222,6.8493150684931505,22.47191011235955,15.151515151515152,35.714285714285715,33.84615384615385,52.475247524752476,6.720977596741344,43.165887850467286,31.95093457943925,0.9345794392523363,3.7606837606837606,0.29205607476635514,27.511682242990652,67.11448598130842
Santa Arcadia,0.0,11.194029850746269,0.0,3.5365152386428984,11.817136285221391,1.6676250718803909,0.48878665899942497,28.35820895522388,12.419700214132762,24.126984126984127,20.938628158844764,28.753993610223645,51.87500000000001,18.38006230529595,2.4566473988439306,47.52731454859114,34.96262219666475,1.0925819436457735,3.8919777601270846,0.0,36.74525589419206,65.20989074180564
Santo Nino,0.0,2.923976608187134,0.5847953216374269,4.5739348370927315,1.7543859649122806,0.0,0.06265664160401002,20.51282051282051,8.372093023255815,29.25170068027211,17.716535433070867,33.33333333333333,57.99999999999999,15.59633027522936,4.006284367635507,55.82706766917293,43.48370927318296,3.7593984962406015,4.480286738351254,0.12531328320802004,35.714285714285715,66.60401002506265
Sapang,0.0,0.0,0.0,2.4412296564195297,0.6329113924050633,1.3562386980108498,0.0,26.08695652173913,5.405405405405405,16.666666666666664,16.95906432748538,31.0,38.46153846153847,20.5607476635514,2.8792912513842746,41.8625678119349,21.066907775768534,0.0,15.946843853820598,0.0,33.99638336347197,77.124773960217
Sumacab Este,0.0,0.35714285714285715,0.35714285714285715,13.436846819946252,1.642281277993431,1.433263660794267,0.029859659599880562,33.33333333333333,10.76923076923077,22.58064516129032,19.63350785340314,31.8407960199005,47.0,71.2998712998713,3.8285914998243764,31.89011645267244,22.096148103911613,1.911018214392356,8.02919708029197,0.32845625559868613,27.799343087488804,69.9014631233204
Sumacab Norte,0.0,0.9174311926605505,0.0,6.924437705332323,1.1119535001263583,0.5054334091483448,0.6065200909780136,43.54838709677419,8.72340425531915,19.558359621451103,15.412844036697248,24.367088607594937,54.36241610738255,21.0,1.4953271028037385,35.38033864038413,20.166793025018954,0.32853171594642405,4.720406681190995,0.025271670457417232,34.495830174374525,66.84356835986858
Sumacab South,0.0,3.8461538461538463,0.0,8.578075021808665,0.7560337307356789,0.14539110206455366,0.11631288165164291,25.0,11.484593837535014,19.02834008097166,18.138424821002385,20.0,42.99065420560748,37.5,1.331931300385559,21.89589997092178,11.805757487641756,0.319860424542018,3.349282296650718,0.02907822041291073,32.36405931956964,64.7571968595522
Talipapa,0.0,0.42194092827004215,0.0,10.657370517928287,2.539840637450199,0.0,0.348605577689243,24.324324324324326,11.355311355311356,16.49484536082474,20.245398773006134,20.903954802259886,45.16129032258064,20.224719101123593,2.31105559025609,42.72908366533865,30.627490039840637,1.045816733067729,3.7815126050420167,0.29880478087649404,37.201195219123505,65.78685258964143
Valdefuente,0.0,1.5267175572519083,0.0,1.4820042342978124,0.4940014114326041,0.14114326040931546,0.35285815102328866,32.075471698113205,8.571428571428571,16.46090534979424,19.672131147540984,24.107142857142858,38.333333333333336,30.837004405286343,3.3631332481907195,25.44107268877911,15.490472829922371,0.6351446718419196,6.906614785992218,0.07057163020465773,36.13267466478476,66.23147494707128
Valle Cruz,1.4285714285714286,5.0884955752212395,0.22123893805309736,1.6731401254855096,9.829698237227367,0.0,0.358530026889752,25.352112676056336,9.72568578553616,18.106995884773664,17.36263736263736,21.311475409836063,58.26771653543307,19.6875,1.0281797410510283,35.703615177771134,23.27457424559307,0.0,3.5512510088781277,0.029877502240812665,35.31520764864057,64.29638482222886
Vijandre District (Pob.),0.0,3.125,0.0,7.281553398058252,1.0922330097087378,0.6067961165048543,0.0,21.052631578947366,7.526881720430108,25.71428571428571,14.285714285714285,26.153846153846157,34.48275862068966,22.89156626506024,0.44776119402985076,30.8252427184466,17.83980582524272,1.9417475728155338,4.941860465116279,0.12135922330097086,34.70873786407767,60.31553398058252
Villa Ofelia-Caridad,0.0,1.1764705882352942,0.0,2.380952380952381,1.4109347442680775,0.0,0.0,21.428571428571427,7.5,21.839080459770116,16.43835616438356,26.506024096385545,35.41666666666667,37.410071942446045,4.356846473029045,16.490299823633155,9.964726631393297,0.26455026455026454,2.7777777777777777,0.1763668430335097,31.30511463844797,62.96296296296296
Zulueta District (Pob.),0.0,0.0,0.0,0.8303677342823249,0.0,0.0,0.0,25.0,11.267605633802818,29.03225806451613,21.11111111111111,37.93103448275862,30.76923076923077,37.9746835443038,1.0914051841746248,21.352313167259787,12.930011862396205,0.0,3.591160220994475,0.0,30.84223013048636,58.60023724792408
