,OBJECTID,NAME_OLD,Shape_Leng,Shape_Area,geometry,x,y,NAME
0,1,SAN ROQUE SUR,681.416300464,25084.832652,"POLYGON ((120.9596413635331 15.469797471365077, 120.95939303408022 15.46991197689109, 120.95951031706686 15.470102174484552, 120.95825600230086 15.470632780696452, 120.95891519798178 15.471704384993442, 120.96044304873989 15.471052649423287, 120.9596413635331 15.469797471365077))",120.95935234147794,15.47082082545714,San Roque Sur
1,2,POLILIO,10671.3165373,4472623.69786,"POLYGON ((120.91213645348695 15.467090075939531, 120.91178249824686 15.466553360207271, 120.91140896449615 15.465461354514588, 120.91142494550625 15.464451173351828, 120.9114873328464 15.464013952358163, 120.91215818124464 15.463287407672988, 120.91343749706684 15.46294965246903, 120.91494932382031 15.462762316289787, 120.91607688586352 15.46273597092694, 120.9179661750913 15.462152995855613, 120.91888842380625 15.461014261264845, 120.92062855460237 15.458719523178107, 120.92212607812651 15.455983067653893, 120.92238045319498 15.4557483822495, 120.92056679448086 15.454213655980361, 120.92014473112827 15.453856242925534, 120.919502723237 15.453313548339292, 120.91769073854695 15.451722052347957, 120.91741485160416 15.451648657789262, 120.91570580413217 15.44824377291426, 120.90431823273819 15.454650591488814, 120.89853170188663 15.457650219476154, 120.88628970004925 15.463995454333567, 120.88675143189352 15.464455622812768, 120.88705525807221 15.464545991220199, 120.88815195192294 15.464435115884898, 120.89442618883035 15.466341253559772, 120.89711933225747 15.467257338478676, 120.89787636199075 15.467529995904343, 120.89850204594663 15.467795241876283, 120.8991374902321 15.468248524556412, 120.89974262704435 15.468675590937904, 120.90119873321682 15.46964170635043, 120.90169649736454 15.469892378224682, 120.90210976379572 15.469958976094013, 120.90253523890067 15.470003100409404, 120.90296262528058 15.470039673392787, 120.9029962841566 15.470919783854345, 120.90353461954113 15.470850356341488, 120.90403721053225 15.470787995152945, 120.90405183147459 15.471278955922307, 120.90406011228752 15.471873124804754, 120.90407453176704 15.472241435351217, 120.90408051686377 15.472394309903725, 120.90409406197641 15.473000681824223, 120.90499432388727 15.473164453830218, 120.90593931749451 15.473349622961758, 120.90603890936157 15.473150411763017, 120.90730575230441 15.473366757004708, 120.90754128138225 15.472087647843757, 120.90796729838527 15.46993943996178, 120.9076807982315 15.469525571893628, 120.90815460174215 15.468881170716882, 120.90839431869452 15.468592703249126, 120.90865622588 15.468883479889143, 120.90877589265044 15.468995905498916, 120.90911449402428 15.469223655194316, 120.909622442224 15.469530818658079, 120.90967261618343 15.469321014241862, 120.91018443882552 15.467180775204966, 120.91213645348695 15.467090075939531))",120.90661825356894,15.460678169639976,Polilio
2,3,PATALAC,9842.19008893,3982525.73944,"POLYGON ((121.0776988575972 15.47420942197399, 121.07774958438752 15.474199616855804, 121.0777884792866 15.474175528656172, 121.07781061988064 15.474142420164856, 121.07782075721552 15.474098580492166, 121.0778105792034 15.474033277065818, 121.07781887782699 15.474010014218017, 121.0778548721235 15.47399837155179, 121.07803486788984 15.47400635964721, 121.07805707979678 15.474024158522427, 121.07809269582134 15.474053593240871, 121.07812882845121 15.474057718920088, 121.07821206117939 15.474049365905094, 121.07826427742258 15.47403692443399, 121.07833831830489 15.473989966436845, 121.07841300744242 15.473985742879162, 121.07844907571645 15.473954442549575, 121.07846332552204 15.473904144963821, 121.07845903269424 15.473849392779064, 121.0784761854225 15.47382309450765, 121.07851131134413 15.473811578931635, 121.07865719274626 15.473792130470882, 121.07873553289612 15.47381648877564, 121.0787701812232 15.473797151633365, 121.07879913221818 15.473775975749579, 121.07883616714912 15.47379206682701, 121.07887328535193 15.47380357494474, 121.07891363429523 15.473794818589854, 121.07893308843687 15.473768124944542, 121.0789549200133 15.473752012999554, 121.07900303154494 15.473759257770658, 121.07934664989288 15.473677986439123, 121.07944395713714 15.47364206247518, 121.0795542273839 15.473575147400394, 121.07966053261447 15.47348354592383, 121.07974932588823 15.473411267871482, 121.0798224481353 15.47332176776889, 121.07995480702226 15.47327107461402, 121.08013769340276 15.473259191065374, 121.08032057736352 15.473240554929951, 121.08059052472102 15.473152671013633, 121.08064623986411 15.473091876088324, 121.08066537034438 15.473015900720224, 121.08082629134225 15.472948083562946, 121.0810509921488 15.472964883111322, 121.08132282011051 15.472871229682335, 121.0816491424884 15.472517160339212, 121.08200965162092 15.472183561335903, 121.07729618934032 15.453447361776538, 121.07595899149845 15.448126734562225, 121.0759676725023 15.447936567309755, 121.07591040387997 15.447829865679433, 121.07582673949213 15.447770129979054, 121.07570788419193 15.447782977597285, 121.07553624875634 15.447928177143238, 121.07543941659323 15.447975167796368, 121.0752017316226 15.448077701237882, 121.07508287081089 15.448077741509875, 121.0749860047074 15.448030816588371, 121.07485392505755 15.447996710332129, 121.07475707980312 15.448009549624024, 121.07464144049221 15.448089199072664, 121.07448382962414 15.448188949538384, 121.07434294206315 15.448336095221338, 121.07404394958067 15.448593991180962, 121.07371163465625 15.44859410188308, 121.07341260223555 15.448739211229805, 121.07306369964662 15.448819888134883, 121.07266493794796 15.448868355482904, 121.07206025173805 15.448813709163069, 121.07171386633813 15.44894065067927, 121.07154682228517 15.448952440545899, 121.07149397026379 15.448978915383709, 121.07142739786485 15.449021367193083, 121.0714081037086 15.449125192364082, 121.0712882542571 15.449205404672611, 121.07103578945639 15.449187886031167, 121.07084007724285 15.449346634174207, 121.07082841418591 15.449499753380012, 121.07089227915306 15.449593775536254, 121.07081381698055 15.449738692003832, 121.0706569866424 15.449837109968334, 121.07051442846664 15.449977154429204, 121.07046335305482 15.45003874852907, 121.0704271192143 15.450165247049888, 121.07042271902793 15.45024240222382, 121.07043271040855 15.45032442528162, 121.07046698641925 15.450383397415736, 121.07047329205348 15.450405760680768, 121.0704948646242 15.450513028423117, 121.07049489738833 15.45061024475214, 121.07047885617301 15.450716830818898, 121.07046425886273 15.450798281190814, 121.07046104221027 15.45092135666559, 121.07044750228793 15.450963368224969, 121.07042603778743 15.451064721966652, 121.07034825466228 15.45116038956401, 121.07027091200553 15.451306943115378, 121.07018990066953 15.451503532405424, 121.07005726931894 15.451625086216069, 121.07002782897878 15.451753754641866, 121.0700389465144 15.451936019167508, 121.07009058910367 15.452078957945801, 121.0700795563371 15.452146864866156, 121.06998676072514 15.452323184943292, 121.06988733496446 15.452559092176797, 121.06969207387873 15.45274856892292, 121.06954977734067 15.452820785165601, 121.06942354375698 15.452865107753064, 121.06932917842242 15.452953161775785, 121.06923254944911 15.453169396205892, 121.06912038915645 15.453213797236252, 121.06861627570726 15.453309202775777, 121.06838893517877 15.453411090091539, 121.06808376474565 15.453682383345031, 121.06789305504661 15.453703280737855, 121.06769920447604 15.453738613217922, 121.06755641930779 15.45387175506887, 121.06752554582249 15.453923861749832, 121.06742616503925 15.453944731390754, 121.06723139078555 15.453854922376706, 121.06708461176768 15.453913759415643, 121.06692751616562 15.454050562316086, 121.06680195551132 15.454115874094349, 121.06670524799384 15.45409636700046, 121.06659622325752 15.45407293784083, 121.06647937669798 15.454074275316438, 121.06632461576328 15.454153825297928, 121.06627625809448 15.454131697957052, 121.06614597571561 15.45411741028413, 121.06599488182883 15.454142118628248, 121.06586861939046 15.454097873734485, 121.06578534599174 15.45409008372273, 121.0656967180552 15.45413569485357, 121.06562518293046 15.454226073842051, 121.06546000384894 15.45428603459004, 121.06544255280565 15.454315995699684, 121.06544927805515 15.454345949768893, 121.06543586023905 15.454387631162444, 121.0653687159051 15.454416305101185, 121.06531864386584 15.454498636459753, 121.0651454157804 15.454591160504155, 121.06509978913884 15.454712300335887, 121.0650715986999 15.454756591633918, 121.06501116382624 15.454768330936169, 121.06500407126202 15.454764919789662, 121.06500481305841 15.454767356622284, 121.06512116272341 15.45514952350976, 121.06557199504175 15.455368412933547, 121.06576653696956 15.455736323400602, 121.06596197525512 15.456105579120383, 121.06615619432651 15.45647331815695, 121.06654447898244 15.457209585728762, 121.06674116576062 15.457579855442267, 121.06693566113057 15.45794819652343, 121.0669883212138 15.458190003129692, 121.06719733696123 15.458956512719393, 121.06721687095813 15.45917594340408, 121.06743597187823 15.460472066937813, 121.06726108924802 15.460711936335592, 121.06652365453508 15.461190390112991, 121.06618172820471 15.461385084140197, 121.0658392600868 15.461579995254903, 121.0655021904977 15.461777106982924, 121.06596401936882 15.46375238539176, 121.06560926638453 15.463952501077392, 121.06524908544645 15.464146332126182, 121.06485125305113 15.464362122638875, 121.06463348788263 15.464476397711358, 121.06459640649501 15.466945496482342, 121.06435309479407 15.467716533731435, 121.06483080813199 15.468031381446522, 121.06499166482746 15.4693693067723, 121.06489923464544 15.469343717370922, 121.06484791520522 15.469343732400992, 121.06477338559056 15.469363894618303, 121.06465942063703 15.469418614918856, 121.06461421551431 15.469435214267852, 121.06454307487836 15.469438852996367, 121.0645039718356 15.469431756074957, 121.06446120319107 15.469424660116548, 121.06442332305102 15.469421116980948, 121.0643976649814 15.469425863510207, 121.06437078689919 15.469437718315504, 121.06435246839284 15.469470895857194, 121.06431826618487 15.469506447156695, 121.0642889451127 15.469520672486105, 121.06425188480432 15.469519569714139, 121.06421767019206 15.469514841052103, 121.06418711718405 15.469497078934335, 121.06415778396482 15.469473393543792, 121.06412112301379 15.469460371673012, 121.06407835685562 15.469460384048718, 121.0640282614291 15.46946869175918, 121.06398305749592 15.469490029660033, 121.0639537433921 15.469526764500635, 121.06392320997543 15.469572977341446, 121.0638902292176 15.46960734379428, 121.06382977901055 15.469632567803886, 121.06378334733253 15.469634950519419, 121.06374424546256 15.469631408007082, 121.06369414253591 15.46961365134973, 121.06363855775669 15.469549721384093, 121.06358918298473 15.46951659986172, 121.06352842335161 15.469503731652377, 121.06347146688083 15.469512952191382, 121.0634259059319 15.469531373857878, 121.06336896406302 15.469588456477021, 121.06334619362151 15.469630802612706, 121.06329114733185 15.469676839693703, 121.06323609266173 15.469695264033536, 121.06317343948966 15.469700804495949, 121.06310166829414 15.469715972517708, 121.06304784727982 15.46978634963117, 121.06302914611504 15.469874875161565, 121.06298703635193 15.469967946492694, 121.06288925606907 15.470160307836586, 121.0630618134439 15.470264137993771, 121.063286916756 15.470385659857115, 121.0633644354609 15.470507224049953, 121.06349358006538 15.470532219392023, 121.06360426326265 15.470514307306585, 121.06371493751723 15.470467786603066, 121.06379650225908 15.470485966391985, 121.06385186514427 15.470546743518977, 121.06387032892215 15.470596803135924, 121.06388528429297 15.470704688895106, 121.06392221060366 15.47080480812042, 121.06397757371036 15.470865585116893, 121.06405875887864 15.470908474400842, 121.06413624080618 15.470908451977937, 121.06421372223366 15.470904853288053, 121.06428751455833 15.470904831881898, 121.06433141294471 15.470924320933184, 121.06437241873988 15.470971606321077, 121.06440763018637 15.47104180239909, 121.06441745086055 15.47113296494206, 121.06443991087599 15.471171742222479, 121.0644809113976 15.471201054856458, 121.06453361957814 15.471217120525408, 121.0645980408747 15.471236966580841, 121.06466175749486 15.471327982330854, 121.06479645822557 15.47137334825946, 121.06485893090094 15.47140360010597, 121.06490309944706 15.471451156648653, 121.06492360882066 15.471496556126201, 121.06493046354689 15.471569392069485, 121.06489142494277 15.471660470396284, 121.06489826995482 15.471703981970977, 121.06491487246899 15.471738031245334, 121.06498722296426 15.471782717140377, 121.0650204180247 15.471819599398268, 121.06505850004397 15.471878236666262, 121.06506437842611 15.47194918088525, 121.06506148294498 15.472019426788291, 121.06507320758689 15.47206199058135, 121.0651073816756 15.47210738602363, 121.06517488125239 15.4721415911731, 121.06523539283324 15.472140627597467, 121.06530077640069 15.472116013630181, 121.06534188498637 15.472094194880874, 121.06542093965169 15.472092279635554, 121.0654804815245 15.472112126969606, 121.06553623106244 15.472166207580296, 121.0655528399513 15.472220121636166, 121.06555481197161 15.472283499366307, 121.06553431250302 15.47235091252513, 121.06548260013543 15.472400116926565, 121.0654464986804 15.472433235878642, 121.06542894528633 15.472480538069242, 121.06542899749276 15.47252444886136, 121.0653978267352 15.472719323062586, 121.06542230654186 15.472861688825278, 121.06546332067464 15.472933568888754, 121.06549164292915 15.472991263103243, 121.0655092947049 15.47304833793881, 121.06549662443757 15.473106044274086, 121.06546934460164 15.473258349994984, 121.06551835967629 15.473383755613986, 121.0655710844265 15.473449956273635, 121.0656013673413 15.473535082446556, 121.06558870607837 15.473622113148, 121.06558776859735 15.473795755759602, 121.06564245146738 15.473880874792904, 121.06572932700693 15.473915848819697, 121.06586597373564 15.473937565246214, 121.06591975093778 15.473973598829469, 121.06597735857777 15.47404831161264, 121.06599397211605 15.4741164148295, 121.0659325957164 15.474358204622177, 121.065944336102 15.474448065930845, 121.06597851127064 15.47449629899008, 121.06607628196339 15.474534536396098, 121.0661514339388 15.474534513958483, 121.06621292393554 15.474539225251265, 121.06624514212608 15.474570431982343, 121.06625979683727 15.474616778832374, 121.06626871749275 15.474729705626615, 121.06627556009339 15.47476281146461, 121.0662950863593 15.474782670738499, 121.0663419396156 15.47479779157375, 121.06638292728928 15.47478359018244, 121.06646622207403 15.47468123756057, 121.06650232947715 15.474666091755338, 121.06653161171486 15.474673650489988, 121.06655601903915 15.474696345747239, 121.06656676328211 15.47472093721002, 121.0666019267316 15.474806061863907, 121.06660585689163 15.4748893038078, 121.06661562834284 15.474925246807574, 121.06664597375175 15.474947223586511, 121.06667427939895 15.474951944735633, 121.06670648090572 15.47493112425607, 121.0668196480128 15.474775954744427, 121.06685595841279 15.474750356548478, 121.06689792539909 15.474745614106773, 121.06692720887466 15.47475695669913, 121.066950641433 15.474782490164245, 121.06696431624144 15.474815593914595, 121.066988768434 15.474978289245804, 121.06701721357786 15.47502768360223, 121.06707676808199 15.475082530382489, 121.06709240330294 15.475143066178266, 121.06711596776039 15.47537619334391, 121.06717174857232 15.475460735709978, 121.06722251266359 15.475495720288071, 121.06730548003696 15.475515560008207, 121.06738647919127 15.475486210915676, 121.06747853907699 15.475470148748062, 121.0675507693073 15.475488099644538, 121.06758006557295 15.475538226038836, 121.06761034563401 15.475611054718144, 121.06760255788815 15.475673489434891, 121.06754533967296 15.475898091965517, 121.06755958965277 15.475973153943581, 121.06758172921938 15.476005318123548, 121.06768290792759 15.47605737402667, 121.06773032857367 15.476060423461764, 121.06814759158257 15.475969909429576, 121.06824085544258 15.475986732448158, 121.06827089957439 15.476021958445468, 121.0683088519878 15.476074033160051, 121.06831677419218 15.476132245490748, 121.06830889408238 15.476202718147915, 121.06827255771893 15.476259411870874, 121.06827098371653 15.476279327839935, 121.0682725712423 15.476300775092453, 121.0682789015115 15.476325284236731, 121.06831051819478 15.476335998549406, 121.06862265918018 15.476322093493886, 121.06883127226338 15.476220919161818, 121.0688676180671 15.476193332440982, 121.06887866820767 15.476150434004067, 121.06887547534909 15.476053921416828, 121.06891338535148 15.475977311620843, 121.06896079304208 15.475940529537782, 121.06906194095482 15.475899135173439, 121.06911092749084 15.475857756952946, 121.06913935837025 15.475793405914942, 121.06914564845178 15.475696890270834, 121.06917566751933 15.475655517667214, 121.06923730636179 15.475637114885213, 121.06934478758758 15.475627889444029, 121.0694544306281 15.475626205714958, 121.06956982763975 15.475655276682486, 121.06966468035695 15.475696609699673, 121.06978167155616 15.475765511119874, 121.06984174072747 15.475779279987579, 121.06989705853412 15.475763943145147, 121.06992865787102 15.475722570135078, 121.06994286385465 15.475664351163463, 121.0699096857753 15.475570450156404, 121.06990806875359 15.475461681534576, 121.06995864137042 15.475437153980462, 121.0700092319517 15.475466245185384, 121.07004243372432 15.475490746073268, 121.07008511420855 15.475499924762508, 121.07012523109151 15.475476761679898, 121.07014732797138 15.475380241096737, 121.07016626311984 15.475283721512506, 121.07021999572835 15.475254597381213, 121.07031799836939 15.4752637577971, 121.07043180424117 15.475260657691527, 121.07052030212978 15.475205479264314, 121.07061826538606 15.47509821048949, 121.07077681141226 15.475030580483308, 121.07098865606754 15.475143877901102, 121.0710408521428 15.475246502617024, 121.07106141863945 15.475298582922829, 121.0710551151043 15.475355267269588, 121.07100456680023 15.475450265099479, 121.07099825491113 15.475482438446624, 121.07100775344158 15.475525330401405, 121.07104886337065 15.475563616214526, 121.07109154120535 15.475565134290365, 121.07113104935257 15.475540610311825, 121.07117688847572 15.475540595581636, 121.07122951757103 15.475582158176596, 121.07137021518278 15.475640327548552, 121.07148243698765 15.475628035800186, 121.0715203811838 15.475652534837387, 121.0715314538411 15.475677042647417, 121.07155360856207 15.475750569842958, 121.07159629441767 15.475775067140694, 121.07164371507932 15.47577964770539, 121.07166741976341 15.475764320357069, 121.07168795691383 15.475730610709778, 121.0716990070745 15.475689244197232, 121.07169583333197 15.475652478096386, 121.07171794942343 15.47561570399931, 121.07175430050131 15.475603436480595, 121.07186072688185 15.47558964428431, 121.07193186426046 15.475612600605094, 121.07198087412155 15.475640160097301, 121.072029891623 15.475690698510565, 121.07210102908425 15.475715186937988, 121.0721705743731 15.475704440507368, 121.07222746404618 15.47566612305535, 121.07226379823571 15.475604832685532, 121.0722653559448 15.475538957855747, 121.07224795146752 15.47548840869707, 121.07217680075819 15.475427153482118, 121.07215623466936 15.475375073378395, 121.07215937884078 15.475326049676235, 121.07219097862013 15.475287740375906, 121.07224313281964 15.475267807688462, 121.07241140727496 15.475295205903256, 121.07254576163567 15.475293629764423, 121.07271488071765 15.47526446709837, 121.07281288096196 15.475264434894356, 121.07298360706203 15.47531186949435, 121.07303576299826 15.475296532620003, 121.0731242445482 15.475196925901887, 121.07311474043273 15.475138714459469, 121.07310207139683 15.4750713125452, 121.07313365754908 15.474994704017366, 121.07322754870309 15.474949696811839, 121.0733208002333 15.474931282243771, 121.07337614010517 15.474981818752314, 121.0734314769316 15.475021631667104, 121.07348837756827 15.475013952951473, 121.07372700474886 15.474872932883818, 121.07376538026372 15.474817174143752, 121.07379222836033 15.474752822938845, 121.07383489211885 15.474712977651519, 121.07388546443005 15.474689981362982, 121.07395065892956 15.474677039482078, 121.07400016416717 15.474685229568129, 121.07407182269219 15.47471677009312, 121.07410960058942 15.474716125913297, 121.07414429511059 15.474703445731375, 121.07417164068453 15.474673135168864, 121.07418204952883 15.47463841114705, 121.07417422038878 15.474601168141708, 121.0740992941737 15.474539958974407, 121.07407120758857 15.47448099400329, 121.0740659773233 15.474424811685298, 121.07406856255993 15.474368626655975, 121.07410114610025 15.474312985833764, 121.0741579595941 15.474248982360745, 121.07422763142895 15.474187093320426, 121.07429275354504 15.474154244886108, 121.0743617878064 15.474130864241708, 121.07441715334768 15.47413589582856, 121.07446811638584 15.474170036949296, 121.07450265206988 15.474211059037144, 121.07455024794906 15.47434550593513, 121.07457956648085 15.474367591037177, 121.07461669227138 15.474366316129142, 121.074671128377 15.474350618840576, 121.07476101043656 15.474343013137887, 121.07482156648884 15.47429059630549, 121.07491160549435 15.474191864265244, 121.07494156058462 15.474174178285605, 121.07498129290819 15.474175427624202, 121.07501386612711 15.474192461090517, 121.07502494872513 15.474218971150417, 121.07508245575018 15.474400992364432, 121.0750935373148 15.47442624001955, 121.07512871998313 15.47445337334225, 121.07516585273035 15.474471667736534, 121.0752042816684 15.474470392093856, 121.07524856978303 15.474462801866759, 121.07528633566513 15.474428699647195, 121.07530781537167 15.474388921622602, 121.07534490301747 15.474282222307995, 121.07536833906853 15.474247493894064, 121.07540838403585 15.47422524677414, 121.07546765736616 15.474229014075561, 121.07550283886526 15.474254253495769, 121.07554584656027 15.474306003763843, 121.07560513437515 15.474350804823308, 121.07568916387537 15.4743678205183, 121.07576405926811 15.474343806281915, 121.07586204000559 15.474295695430305, 121.07594671562872 15.474300085632736, 121.07602097111332 15.474307004182506, 121.07613837619283 15.47428297589988, 121.07616573906135 15.474299379932278, 121.07618790399579 15.474353031280298, 121.07622764291317 15.47437195594554, 121.0763013549296 15.474344830730887, 121.0763443446984 15.474348603698195, 121.07638213083433 15.474370685641258, 121.07644289575745 15.474426362781863, 121.07650934098598 15.47444906605661, 121.07657084768212 15.474442127210741, 121.07670110280635 15.474406099099571, 121.0767421292631 15.47438462116074, 121.07678378915095 15.474314534207988, 121.07684956689832 15.474293048246498, 121.07690523301952 15.47430686767684, 121.07699425716268 15.474336247596682, 121.0770341524834 15.474339531287875, 121.07708000254915 15.474325790099014, 121.07711783433989 15.474297945985894, 121.0771680630057 15.474271458746758, 121.07722281714574 15.474272064030853, 121.07727508566965 15.474290999732837, 121.07732903501194 15.474296536123163, 121.07738412063743 15.474276870284632, 121.07742153381153 15.474241563928672, 121.07744411687119 15.474222275574572, 121.07748356778627 15.474226836658131, 121.07750514992469 15.474234672400492, 121.07752546426691 15.474222540407888, 121.07754837487668 15.474176781993814, 121.07758646978743 15.474162717185013, 121.07761792372456 15.474174810702825, 121.07765805603778 15.474199305888419, 121.0776988575972 15.47420942197399))",121.07266193439098,15.463669753196251,Patalac
3,4,SAN JOSEF SUR,4672.28919669,714712.034794,"POLYGON ((120.94823825983045 15.478034872049133, 120.94819231935566 15.477936523993948, 120.94815164093362 15.477836383859824, 120.94810865927799 15.477736262453, 120.94806563264326 15.477636036318767, 120.94800115787595 15.477485758138586, 120.94796607184205 15.477381829945717, 120.9478927871023 15.477215626723694, 120.94799585185886 15.477173530656424, 120.94810211765149 15.477131897322776, 120.94820536000968 15.477090215090017, 120.94830818696222 15.477047564964437, 120.94840887721709 15.477006912941562, 120.94851457564597 15.476965567343923, 120.94861781763991 15.476923884820778, 120.9487204818136 15.47688085583157, 120.94882100898558 15.47684026935165, 120.94892425105611 15.476798586684797, 120.9490274550292 15.476756910450508, 120.94913073177933 15.476715213843555, 120.94926232491618 15.476663063755675, 120.94938211242902 15.476614700709277, 120.94948546068882 15.476573265576311, 120.94958873873112 15.476531666779069, 120.94969111344447 15.476490334001488, 120.94979435516845 15.476448650732793, 120.94989933376826 15.476407015368023, 120.95000090238592 15.476365825135273, 120.95010414398644 15.47632414201187, 120.95020847954899 15.476282007225258, 120.95031172096674 15.476240324004477, 120.95041496234333 15.47619864063841, 120.95051642419735 15.476156980654155, 120.95062144267432 15.4761152790879, 120.95072468422686 15.476073595770364, 120.95082792553845 15.476031912210638, 120.95093040797335 15.475990405788464, 120.95103359798826 15.475948619156691, 120.95113683917641 15.475906935548949, 120.95125129875763 15.475860825642533, 120.95130654323437 15.475838271878239, 120.94987050160702 15.472997121219809, 120.95018831780503 15.472851890530942, 120.95011467512472 15.472648227890827, 120.95005875315645 15.472557244278782, 120.95005180641408 15.472470366835866, 120.95011402699375 15.472344701505946, 120.9501140469392 15.472248889826604, 120.95010777808045 15.472149890552126, 120.9500707138199 15.472066981048446, 120.95003224190883 15.47198070701073, 120.9499804722268 15.471901265510658, 120.94995385481552 15.47186992697605, 120.94993219967883 15.471806751711487, 120.9499448062248 15.471717927686589, 120.9499623236316 15.471636387821134, 120.94996514136575 15.471549595876253, 120.94995878805219 15.471362189397322, 120.94993293446906 15.471295733435014, 120.9498280697934 15.471246210618178, 120.94963265461388 15.471228397990332, 120.94953059293684 15.471151753447657, 120.94951029918528 15.471079792680703, 120.94944310991576 15.470913459828745, 120.94946552307451 15.470763467888695, 120.94949849611389 15.47063439937649, 120.94945373872122 15.470388057544055, 120.94938307411368 15.470196558645481, 120.94934174736511 15.47015101689862, 120.9492641301015 15.470105520009136, 120.94922498441383 15.470072285925797, 120.94917601274197 15.469949412732166, 120.9491353731266 15.46979924728484, 120.94908991382823 15.469683867634659, 120.94900734611329 15.46943860301363, 120.94894299772524 15.469253848752269, 120.94892687131406 15.469207174024218, 120.94891912555369 15.46910317142878, 120.94889893195216 15.469060963422088, 120.94888340268913 15.469011220240246, 120.94888342756634 15.468910234167787, 120.94888033670935 15.468837885202728, 120.94885630959145 15.46877931302339, 120.94877836323104 15.468744816983984, 120.94862312443006 15.46883699779952, 120.94798827645226 15.469225842004152, 120.94796018846324 15.469329214648356, 120.94796483570757 15.469403120656798, 120.94791193850622 15.469484554616582, 120.94775951048209 15.469553898330464, 120.94766402333444 15.469597337947123, 120.9476333194498 15.46959973848348, 120.94710265748543 15.469641223778494, 120.94702793510653 15.46962683305206, 120.94683869459679 15.469556511819553, 120.94683835454705 15.469372353482731, 120.94662494270632 15.46914311817895, 120.9464172922029 15.469172893773534, 120.9461453147929 15.469092941363982, 120.94594279083047 15.469125203432593, 120.94535168107045 15.468987555311998, 120.94519922844631 15.468806275698704, 120.94521014418397 15.468558997118746, 120.94517590031863 15.468499996983493, 120.9448333596754 15.468290988560945, 120.9447610082392 15.46809262458971, 120.94466727177341 15.468024073851751, 120.94444172582698 15.467989094666732, 120.94420444051474 15.467799609964874, 120.94370906459689 15.46749284347382, 120.94340418882754 15.46744352908131, 120.94330934517441 15.46743714292888, 120.94318070718207 15.467405240916065, 120.94298391479681 15.467287061524999, 120.94282989520313 15.467146467515079, 120.9426219284552 15.467081911880944, 120.94252752950241 15.467122571379276, 120.94233648990915 15.467422349976825, 120.94215511112401 15.467447591309737, 120.94205136222533 15.467386414923682, 120.94196049541746 15.467298242166551, 120.94183020689808 15.467217370648667, 120.94162365142998 15.467144704000873, 120.94147313850458 15.46705980329388, 120.94135568595104 15.46703332764251, 120.9411063825485 15.467059641660242, 120.94098111513276 15.467023616820663, 120.940894450405 15.466912390912885, 120.94087272686568 15.466708048153949, 120.94080406121252 15.466555125986515, 120.94073822404886 15.466485149126564, 120.94063197084915 15.466415957913451, 120.94038633407904 15.466314836493977, 120.94023005886143 15.466229080131278, 120.94017204375045 15.466175497459036, 120.94009780403682 15.466016608800059, 120.94000761485462 15.465963210426322, 120.9397437302206 15.465608031466923, 120.9394405608117 15.465774949141812, 120.93915956299956 15.46619809252064, 120.93905876549739 15.466599258470481, 120.9388601262843 15.467811300819386, 120.9413389185595 15.469738711524675, 120.9431906893845 15.471172806510985, 120.94425228555777 15.472383127205989, 120.94573170645877 15.475358597871173, 120.94641488940768 15.478781651064155, 120.94801363593521 15.478126183233806, 120.94823825983045 15.478034872049133))",120.94587900035998,15.471938667426642,San Josef Sur
