barangay,ndeath05_prop,nntsws_prop,nntelem612_prop,nnths1617_prop,ntert1721_prop,nntliter10ab_prop,nfshort_prop,nunempl15ab_prop,nvictcr_prop,age_dep_ratio,dep_ratio
Magsaysay District,0.31746031746031744,0.03095017022593624,18.07511737089202,52.54237288135594,43.12169312169312,3.9179104477611943,0.5571030640668524,2.869198312236287,0.3404518724852987,0.476691042047532,1.8071242397914857
Magsaysay South,0.0,0.0,19.298245614035086,34.065934065934066,61.979166666666664,3.2061912658927585,1.1828486939379004,2.1963824289405682,0.0,0.3270111183780249,1.6803170409511228
Maria Theresa,0.0,0.0,14.035087719298245,40.74074074074074,38.46153846153847,2.7944111776447107,0.0,2.5316455696202533,0.0,0.40389294403892945,1.4978354978354977
Matadero (Pob.),1.36986301369863,0.0,16.346153846153847,69.6969696969697,16.0,5.14018691588785,0.0,3.4129692832764507,0.2590673575129534,0.5317460317460317,1.7279151943462898
Mayapyap Norte,0.0,0.061804697156983925,16.666666666666664,46.875,28.57142857142857,1.0471204188481675,0.0,4.191616766467066,0.0,0.4695731153496821,2.370833333333333
Mayapyap Sur,0.0,0.0,17.02898550724638,52.63157894736842,22.70408163265306,0.994733762434172,0.04718093890068412,2.203856749311295,0.02359046945034206,0.5584558823529412,1.9852112676056337
Melojavilla (Pob.),0.0,0.0,13.333333333333334,41.66666666666667,27.27272727272727,5.654761904761905,0.0,4.395604395604396,0.0,0.29896907216494845,1.1724137931034482
Nabao (Pob.),0.0,0.0,15.714285714285714,38.46153846153847,23.52941176470588,1.7094017094017095,0.0,3.7209302325581395,0.0,0.45187165775401067,1.6231884057971016
Obrero,0.0,2.6270897304674174,16.192560175054705,42.04545454545455,22.900763358778626,1.3704496788008564,1.0917775503241216,3.079884504331088,0.0341180484476288,0.5532591414944356,1.9106256206554122
Padre Burgos (Pob.),0.0,0.0,10.714285714285714,15.384615384615385,36.0,3.524229074889868,0.0,2.5423728813559325,1.1363636363636365,0.40425531914893614,1.2956521739130435
Padre Crisostomo,0.4454342984409799,0.0,16.33064516129032,43.35664335664335,25.0,4.543968617195162,0.18513620735255223,2.064693737095664,0.10579211848717271,0.5093812375249501,1.6570625439212932
Pagas,0.0,0.0,16.40378548895899,35.064935064935064,28.037383177570092,1.5207131620346093,0.0,3.9003250270855903,0.0425531914893617,0.5239948119325551,1.649379932356257
Palagay,0.0,1.2292891501870657,19.78798586572438,33.84615384615385,14.935064935064934,1.8729096989966554,1.0689470871191877,4.866562009419153,0.10689470871191875,0.5709487825356843,2.0874587458745872
Pamaldan,0.0,0.2682763246143528,17.40976645435244,43.0,17.573221757322173,2.3386747509744477,2.1797451374916164,3.5315985130111525,0.0670690811535882,0.6084142394822006,1.8728323699421965
Pangatian,0.0,0.0,17.38035264483627,61.44578313253012,15.74074074074074,1.1853448275862069,0.8750000000000001,3.1839622641509435,0.0,0.5968063872255489,1.92326431181486
Patalac,0.0,0.0,13.846153846153847,44.827586206896555,23.417721518987342,1.6589250165892502,0.0,1.834862385321101,0.0,0.564822460776218,1.9517133956386292
Polilio,0.0,1.0596026490066226,21.052631578947366,57.333333333333336,21.27659574468085,5.0675675675675675,3.487858719646799,4.247104247104247,0.04415011037527594,0.5751043115438108,2.0443548387096775
Pula,0.0,0.0,14.545454545454545,57.14285714285714,19.587628865979383,0.5197505197505198,0.0,7.142857142857142,0.0,0.41719342604298354,2.07967032967033
Quezon District (Pob.),1.5873015873015872,0.29910269192422734,15.555555555555555,36.58536585365854,61.016949152542374,2.132435465768799,0.3988035892323031,5.263157894736842,0.6979062811565304,0.3391188251001335,1.7861111111111112
Rizdelis (Pob.),0.0,0.0,22.22222222222222,68.18181818181817,29.230769230769234,4.536489151873767,0.0,2.1459227467811157,0.16666666666666669,0.43884892086330934,1.631578947368421
Samon,0.5494505494505495,2.1587743732590527,19.742489270386265,59.64912280701754,23.308270676691727,3.9215686274509802,2.1587743732590527,7.6923076923076925,0.0,0.5832414553472988,2.234234234234234
San Isidro,0.0,0.8799048751486327,19.36026936026936,41.95804195804196,23.415977961432507,6.334310850439882,0.2615933412604043,4.313205043132051,0.16646848989298454,0.5324344023323615,1.9160887656033287
San Josef Norte,0.27548209366391185,2.541009971051785,21.975308641975307,41.34615384615385,22.641509433962266,4.006346687822293,0.4503055644901898,5.795847750865052,0.32164683177870695,0.5345508390918066,1.854912764003673
San Josef Sur,0.0,0.6594724220623501,18.639053254437872,49.23076923076923,30.20408163265306,3.548546081813701,1.1590727418065547,6.886898096304591,0.15987210231814547,0.5326186830015314,2.009019843656043
San Juan Pob. (Acofa),0.0,0.0,18.203309692671397,62.62135922330098,22.044088176352705,2.3719165085388996,0.5257228689447991,7.1797278273111225,0.0938790837401427,0.5591334894613583,1.692618806875632
San Roque Norte,1.2658227848101267,1.342281879194631,20.689655172413794,37.03703703703704,36.84210526315789,2.4804177545691903,0.33557046979865773,5.099150141643059,0.33557046979865773,0.4281150159744409,1.6686567164179105
San Roque Sur,0.0,0.0,19.205298013245034,43.90243902439025,17.20430107526882,1.2702078521939952,0.1855287569573284,2.4213075060532687,0.0,0.5488505747126436,1.6749379652605458
Sanbermicristi (Pob.),0.0,0.0,19.0,57.89473684210527,30.0,1.1464968152866242,0.0,3.287671232876712,0.0,0.47385103011093505,1.6345609065155808
Sangitan,0.0,0.0,20.0,41.86046511627907,31.25,1.520912547528517,0.0,3.536345776031434,0.08237232289950577,0.4050925925925926,1.4725050916496945
Sangitan East,0.0,0.40887850467289716,15.151515151515152,33.84615384615385,52.475247524752476,6.720977596741344,0.9345794392523363,3.7606837606837606,0.29205607476635514,0.37953263497179696,2.040852575488455
Santa Arcadia,0.0,1.6676250718803909,20.938628158844764,51.87500000000001,18.38006230529595,2.4566473988439306,1.0925819436457735,3.8919777601270846,0.0,0.5809090909090909,1.8743801652892562
Santo Nino,0.5847953216374269,0.0,17.716535433070867,57.99999999999999,15.59633027522936,4.006284367635507,3.7593984962406015,4.480286738351254,0.12531328320802004,0.5555555555555556,1.9943714821763603
Sapang,0.0,1.3562386980108498,16.95906432748538,38.46153846153847,20.5607476635514,2.8792912513842746,0.0,15.946843853820598,0.0,0.5150684931506849,3.3715415019762847
Sumacab Este,0.35714285714285715,1.433263660794267,19.63350785340314,47.0,71.2998712998713,3.8285914998243764,1.911018214392356,8.02919708029197,0.32845625559868613,0.3850289495450786,2.322420634920635
Sumacab Norte,0.0,0.5054334091483448,15.412844036697248,54.36241610738255,21.0,1.4953271028037385,0.32853171594642405,4.720406681190995,0.025271670457417232,0.5266203703703703,2.0160060975609757
Sumacab South,0.0,0.14539110206455366,18.138424821002385,42.99065420560748,37.5,1.331931300385559,0.319860424542018,3.349282296650718,0.02907822041291073,0.47850386930352534,1.8374587458745875
Talipapa,0.0,0.0,20.245398773006134,45.16129032258064,20.224719101123593,2.31105559025609,1.045816733067729,3.7815126050420167,0.29880478087649404,0.5923869944488501,1.9228529839883552
Valdefuente,0.0,0.14114326040931546,19.672131147540984,38.333333333333336,30.837004405286343,3.3631332481907195,0.6351446718419196,6.906614785992218,0.07057163020465773,0.5657458563535912,1.961337513061651
Valle Cruz,0.22123893805309736,0.0,17.36263736263736,58.26771653543307,19.6875,1.0281797410510283,0.0,3.5512510088781277,0.029877502240812665,0.5459584295612009,1.800836820083682
Vijandre District (Pob.),0.0,0.6067961165048543,14.285714285714285,34.48275862068966,22.89156626506024,0.44776119402985076,1.9417475728155338,4.941860465116279,0.12135922330097086,0.5315985130111525,1.5198776758409787
Villa Ofelia-Caridad,0.0,0.0,16.43835616438356,35.41666666666667,37.410071942446045,4.356846473029045,0.26455026455026454,2.7777777777777777,0.1763668430335097,0.4557124518613607,1.7
Zulueta District (Pob.),0.0,0.0,21.11111111111111,30.76923076923077,37.9746835443038,1.0914051841746248,0.0,3.591160220994475,0.0,0.44596912521440824,1.4154727793696276
