barangay,ndeath05_prop,nntsws_prop,nntelem612_prop,nnths1617_prop,ntert1721_prop,nntliter10ab_prop,npovp_prop,nfshort_prop,nunempl15ab_prop,nvictcr_prop,age_dep_prop,dep_prop,hh_totmem
Lourdes (Matungal-tungal),0.0,0.4721435316336166,19.014084507042252,47.19101123595505,18.7192118226601,4.085155350978136,24.22096317280453,0.0,4.342105263157895,0.0,33.47497639282342,65.67516525023606,2118
M. S. Garcia,0.5628517823639775,0.0,17.61006289308176,54.06976744186046,22.950819672131146,1.2727798669366504,29.95381062355658,3.25635103926097,5.692599620493358,0.023094688221709007,36.39722863741339,65.56581986143188,4330
Mabini Extension,0.0,0.0,20.474777448071215,30.337078651685395,52.63157894736842,2.4875621890547266,15.411155836687751,0.43128234617596317,2.0275162925416366,0.0,26.164462334675097,61.09833237492812,3478
Mabini Homesite,0.0,0.11261261261261261,18.151815181518153,41.66666666666667,38.297872340425535,0.39508340649692714,17.154654654654657,0.0,4.965243296921549,0.0,32.31981981981982,64.07657657657657,2664
Macatbong,0.5714285714285714,0.0,16.431924882629108,47.107438016528924,14.17910447761194,1.9255455712451863,44.281824370319946,2.6889040163376445,3.3165829145728645,0.06807351940095302,36.793737236215115,67.2566371681416,2938
Magsaysay District,0.31746031746031744,0.03095017022593624,18.07511737089202,52.54237288135594,43.12169312169312,3.9179104477611943,32.157226864747756,0.5571030640668524,2.869198312236287,0.3404518724852987,32.281027545651504,64.37635406994738,3231
Magsaysay South,0.0,0.0,19.298245614035086,34.065934065934066,61.979166666666664,3.2061912658927585,15.968457368161657,1.1828486939379004,2.1963824289405682,0.0,24.642681123706257,62.69098077870873,2029
Maria Theresa,0.0,0.0,14.035087719298245,40.74074074074074,38.46153846153847,2.7944111776447107,9.01213171577123,0.0,2.5316455696202533,0.0,28.769497400346623,59.96533795493934,577
Matadero (Pob.),1.36986301369863,0.0,16.346153846153847,69.6969696969697,16.0,5.14018691588785,27.202072538860104,0.0,3.4129692832764507,0.2590673575129534,34.715025906735754,63.3419689119171,772
Mayapyap Norte,0.0,0.061804697156983925,16.666666666666664,46.875,28.57142857142857,1.0471204188481675,28.553770086526576,0.0,4.191616766467066,0.0,31.95302843016069,70.33374536464771,1618
Mayapyap Sur,0.0,0.0,17.02898550724638,52.63157894736842,22.70408163265306,0.994733762434172,40.17456947393253,0.04718093890068412,2.203856749311295,0.02359046945034206,35.83392309506959,66.50153338051427,4239
Melojavilla (Pob.),0.0,0.0,13.333333333333334,41.66666666666667,27.27272727272727,5.654761904761905,27.24867724867725,0.0,4.395604395604396,0.0,23.015873015873016,53.96825396825397,378
Nabao (Pob.),0.0,0.0,15.714285714285714,38.46153846153847,23.52941176470588,1.7094017094017095,28.360957642725598,0.0,3.7209302325581395,0.0,31.123388581952117,61.87845303867403,543
Obrero,0.0,2.6270897304674174,16.192560175054705,42.04545454545455,22.900763358778626,1.3704496788008564,42.647560559536,1.0917775503241216,3.079884504331088,0.0341180484476288,35.619242579324464,65.64312521323781,2931
Padre Burgos (Pob.),0.0,0.0,10.714285714285714,15.384615384615385,36.0,3.524229074889868,16.28787878787879,0.0,2.5423728813559325,1.1363636363636365,28.78787878787879,56.439393939393945,264
Padre Crisostomo,0.4454342984409799,0.0,16.33064516129032,43.35664335664335,25.0,4.543968617195162,18.460724676011637,0.18513620735255223,2.064693737095664,0.10579211848717271,33.747685797408096,62.364453848188305,3781
Pagas,0.0,0.0,16.40378548895899,35.064935064935064,28.037383177570092,1.5207131620346093,21.361702127659573,0.0,3.9003250270855903,0.0425531914893617,34.38297872340426,62.255319148936174,2350
Palagay,0.0,1.2292891501870657,19.78798586572438,33.84615384615385,14.935064935064934,1.8729096989966554,46.552645644040616,1.0689470871191877,4.866562009419153,0.10689470871191875,36.34420096205238,67.61090326028861,1871
Pamaldan,0.0,0.2682763246143528,17.40976645435244,43.0,17.573221757322173,2.3386747509744477,53.31991951710262,2.1797451374916164,3.5315985130111525,0.0670690811535882,37.82696177062374,65.19114688128774,2982
Pangatian,0.0,0.0,17.38035264483627,61.44578313253012,15.74074074074074,1.1853448275862069,41.0,0.8750000000000001,3.1839622641509435,0.0,37.375,65.79166666666667,2400
Patalac,0.0,0.0,13.846153846153847,44.827586206896555,23.417721518987342,1.6589250165892502,21.108179419525065,0.0,1.834862385321101,0.0,36.09498680738786,66.12137203166228,1895
Polilio,0.0,1.0596026490066226,21.052631578947366,57.333333333333336,21.27659574468085,5.0675675675675675,57.48344370860927,3.487858719646799,4.247104247104247,0.04415011037527594,36.5121412803532,67.1523178807947,2265
Pula,0.0,0.0,14.545454545454545,57.14285714285714,19.587628865979383,0.5197505197505198,18.465655664585192,0.0,7.142857142857142,0.0,29.43800178412132,67.52899197145406,1121
Quezon District (Pob.),1.5873015873015872,0.29910269192422734,15.555555555555555,36.58536585365854,61.016949152542374,2.132435465768799,27.81655034895314,0.3988035892323031,5.263157894736842,0.6979062811565304,25.324027916251246,64.10767696909272,1003
Rizdelis (Pob.),0.0,0.0,22.22222222222222,68.18181818181817,29.230769230769234,4.536489151873767,25.333333333333336,0.0,2.1459227467811157,0.16666666666666669,30.5,62.0,600
Samon,0.5494505494505495,2.1587743732590527,19.742489270386265,59.64912280701754,23.308270676691727,3.9215686274509802,50.55710306406686,2.1587743732590527,7.6923076923076925,0.0,36.83844011142061,69.08077994428969,1436
San Isidro,0.0,0.8799048751486327,19.36026936026936,41.95804195804196,23.415977961432507,6.334310850439882,24.209274673008323,0.2615933412604043,4.313205043132051,0.16646848989298454,34.74435196195006,65.7074910820452,4205
San Josef Norte,0.27548209366391185,2.541009971051785,21.975308641975307,41.34615384615385,22.641509433962266,4.006346687822293,33.12962367320682,0.4503055644901898,5.795847750865052,0.32164683177870695,34.83435188163397,64.97266001929881,3109
San Josef Sur,0.0,0.6594724220623501,18.639053254437872,49.23076923076923,30.20408163265306,3.548546081813701,28.756994404476423,1.1590727418065547,6.886898096304591,0.15987210231814547,34.75219824140687,66.7665867306155,5004
San Juan Pob. (Acofa),0.0,0.0,18.203309692671397,62.62135922330098,22.044088176352705,2.3719165085388996,28.407810739767182,0.5257228689447991,7.1797278273111225,0.0938790837401427,35.861809988734514,62.861434472399544,5326
San Roque Norte,1.2658227848101267,1.342281879194631,20.689655172413794,37.03703703703704,36.84210526315789,2.4804177545691903,22.483221476510067,0.33557046979865773,5.099150141643059,0.33557046979865773,29.977628635346754,62.52796420581655,894
San Roque Sur,0.0,0.0,19.205298013245034,43.90243902439025,17.20430107526882,1.2702078521939952,25.788497217068645,0.1855287569573284,2.4213075060532687,0.0,35.43599257884972,62.615955473098325,1078
Sanbermicristi (Pob.),0.0,0.0,19.0,57.89473684210527,30.0,1.1464968152866242,24.516129032258064,0.0,3.287671232876712,0.0,32.15053763440861,62.043010752688176,930
Sangitan,0.0,0.0,20.0,41.86046511627907,31.25,1.520912547528517,18.204283360790775,0.0,3.536345776031434,0.08237232289950577,28.83031301482702,59.555189456342674,1214
Sangitan East,0.0,0.40887850467289716,15.151515151515152,33.84615384615385,52.475247524752476,6.720977596741344,43.165887850467286,0.9345794392523363,3.7606837606837606,0.29205607476635514,27.511682242990652,67.11448598130842,1712
Santa Arcadia,0.0,1.6676250718803909,20.938628158844764,51.87500000000001,18.38006230529595,2.4566473988439306,47.52731454859114,1.0925819436457735,3.8919777601270846,0.0,36.74525589419206,65.20989074180564,3478
Santo Nino,0.5847953216374269,0.0,17.716535433070867,57.99999999999999,15.59633027522936,4.006284367635507,55.82706766917293,3.7593984962406015,4.480286738351254,0.12531328320802004,35.714285714285715,66.60401002506265,1596
Sapang,0.0,1.3562386980108498,16.95906432748538,38.46153846153847,20.5607476635514,2.8792912513842746,41.8625678119349,0.0,15.946843853820598,0.0,33.99638336347197,77.124773960217,1106
Sumacab Este,0.35714285714285715,1.433263660794267,19.63350785340314,47.0,71.2998712998713,3.8285914998243764,31.89011645267244,1.911018214392356,8.02919708029197,0.32845625559868613,27.799343087488804,69.9014631233204,3349
Sumacab Norte,0.0,0.5054334091483448,15.412844036697248,54.36241610738255,21.0,1.4953271028037385,35.38033864038413,0.32853171594642405,4.720406681190995,0.025271670457417232,34.495830174374525,66.84356835986858,3957
Sumacab South,0.0,0.14539110206455366,18.138424821002385,42.99065420560748,37.5,1.331931300385559,21.89589997092178,0.319860424542018,3.349282296650718,0.02907822041291073,32.36405931956964,64.7571968595522,3439
Talipapa,0.0,0.0,20.245398773006134,45.16129032258064,20.224719101123593,2.31105559025609,42.72908366533865,1.045816733067729,3.7815126050420167,0.29880478087649404,37.201195219123505,65.78685258964143,2008
Valdefuente,0.0,0.14114326040931546,19.672131147540984,38.333333333333336,30.837004405286343,3.3631332481907195,25.44107268877911,0.6351446718419196,6.906614785992218,0.07057163020465773,36.13267466478476,66.23147494707128,2834
Valle Cruz,0.22123893805309736,0.0,17.36263736263736,58.26771653543307,19.6875,1.0281797410510283,35.703615177771134,0.0,3.5512510088781277,0.029877502240812665,35.31520764864057,64.29638482222886,3347
Vijandre District (Pob.),0.0,0.6067961165048543,14.285714285714285,34.48275862068966,22.89156626506024,0.44776119402985076,30.8252427184466,1.9417475728155338,4.941860465116279,0.12135922330097086,34.70873786407767,60.31553398058252,824
Villa Ofelia-Caridad,0.0,0.0,16.43835616438356,35.41666666666667,37.410071942446045,4.356846473029045,16.490299823633155,0.26455026455026454,2.7777777777777777,0.1763668430335097,31.30511463844797,62.96296296296296,1134
Zulueta District (Pob.),0.0,0.0,21.11111111111111,30.76923076923077,37.9746835443038,1.0914051841746248,21.352313167259787,0.0,3.591160220994475,0.0,30.84223013048636,58.60023724792408,843
