barangay,nmaln05-prop,ndeath05-prop,nsquat-prop,nmsh-prop,nntsws-prop,nntstf-prop,nntkinder5-prop,nntelem612-prop,nnths1316-prop,nnths1617-prop,ntert1721-prop,nntliter10ab-prop,npovp-prop,nfshort-prop,nunempl15ab-prop,nvictcr-prop,age_dep_ratio,dep_ratio
Pula,0.0,0.0,0.0,0.4132231404958678,0.0,0.0,53.84615384615385,14.166666666666666,28.749999999999996,52.63157894736842,19.19191919191919,0.5758157389635317,21.5702479338843,0.0,7.390300230946882,0.0,0.40046296296296297,2.0174563591022445
Quezon District (Pob.),5.194805194805195,1.2987012987012987,0.3597122302158274,1.169064748201439,0.2697841726618705,0.0,18.181818181818183,16.666666666666664,31.147540983606557,33.33333333333333,60.0,2.0408163265306123,28.41726618705036,0.3597122302158274,6.697459584295612,0.7194244604316548,0.34461910519951633,1.7524752475247525
Rizdelis (Pob.),4.545454545454546,0.0,4.052098408104197,1.881331403762663,0.0,0.8683068017366137,31.25,22.033898305084744,38.775510204081634,62.96296296296296,26.923076923076923,4.39932318104907,25.03617945007236,0.0,3.4246575342465753,0.1447178002894356,0.40447154471544716,1.450354609929078
Samon,0.0,0.9803921568627451,1.6042780748663104,1.3666072489601901,2.43612596553773,0.41592394533571003,42.42424242424242,19.402985074626866,29.53020134228188,60.60606060606061,24.404761904761905,3.6226415094339623,55.139631610219844,2.43612596553773,7.401032702237521,0.23767082590612004,0.5670391061452514,2.1282527881040894
San Isidro,0.2079002079002079,0.0,1.740682883284981,1.4952019638473555,0.8257085471992859,7.141263110912743,33.75,19.314641744548286,32.18390804597701,41.61073825503356,22.506393861892583,6.402857928002198,25.06137022985941,0.2454809194376255,4.784978800726832,0.15621513055121625,0.5257065032345931,1.8505089058524173
San Josef Norte,0.8849557522123894,0.22123893805309736,1.5203531142717017,1.8636586562040216,2.354095144678764,0.24521824423737126,31.76470588235294,20.98765432098765,26.885245901639344,42.857142857142854,23.497267759562842,4.317632850241545,38.45022069641981,0.588523786169691,7.142857142857142,0.392349190779794,0.523916292974589,1.7516869095816465
San Josef Sur,2.2399999999999998,0.0,6.047700170357751,1.8228279386712096,0.5621805792163543,0.08517887563884156,30.476190476190478,18.33550065019506,21.28146453089245,51.88284518828452,27.55267423014587,3.641281731169372,30.971039182282794,1.1754684838160137,8.156827399729607,0.17035775127768313,0.5005112474437627,1.8802747791952894
San Juan Pob. (Acofa),2.556818181818182,0.0,31.273561711194887,3.2781511227667592,0.0,0.06556302245533518,34.959349593495936,18.421052631578945,36.12244897959184,63.82113821138211,21.03505843071786,2.4274840567784404,29.831175217177513,0.45894115718734635,7.64381402679275,0.11473528929683659,0.5329145728643216,1.602815699658703
San Roque Norte,1.1235955056179776,1.1235955056179776,0.8737864077669903,2.4271844660194173,1.1650485436893203,0.0,11.11111111111111,19.090909090909093,20.54794520547945,43.75,34.54545454545455,2.2598870056497176,24.854368932038835,0.2912621359223301,6.382978723404255,0.2912621359223301,0.4305555555555556,1.601010101010101
San Roque Sur,2.158273381294964,0.0,33.70593293207222,1.2897678417884781,0.0,0.0,46.15384615384615,21.11801242236025,23.636363636363637,46.666666666666664,16.346153846153847,1.3888888888888888,26.741186586414443,0.17196904557179707,2.1645021645021645,0.0,0.5383597883597884,1.573008849557522
Sanbermicristi (Pob.),0.0,0.0,4.339051463168516,1.109989909182644,0.0,0.0,25.0,18.34862385321101,30.48780487804878,58.97435897435898,29.78723404255319,1.3253012048192772,25.630676084762865,0.0,3.79746835443038,0.0,0.48353293413173654,1.6078947368421053
Sangitan,3.0,0.0,3.871439006574142,1.7531044558071585,0.0,0.07304601899196494,40.0,17.73049645390071,27.173913043478258,42.0,30.625000000000004,1.343408900083963,20.306793279766254,0.0,3.4013605442176873,0.07304601899196494,0.4055441478439425,1.4102112676056338
Sangitan East,1.1976047904191618,1.1976047904191618,3.5233160621761654,5.4404145077720205,0.3626943005181347,0.8290155440414507,20.0,15.5,32.11009174311927,35.13513513513514,51.22699386503068,6.565349544072949,44.40414507772021,0.8290155440414507,4.619970193740686,0.2590673575129534,0.4005805515239477,2.015625
Santa Arcadia,10.69182389937107,0.0,3.9454456892352656,12.152946906965417,1.753531417437896,0.41402825133950316,27.160493827160494,20.980091883614087,28.804347826086957,52.63157894736842,18.387909319899247,2.5137952176578784,49.73209936678032,0.9254749147588894,4.3250327653997385,0.0,0.5683728036669213,1.8123287671232877
Santo Ni̱o,3.3175355450236967,0.47393364928909953,13.102409638554215,2.710843373493976,0.0,0.0502008032128514,23.91304347826087,16.233766233766232,35.39325842696629,61.111111111111114,13.750000000000002,3.879849812265332,60.14056224899599,3.0120481927710845,4.602510460251046,0.1004016064257028,0.535851966075559,1.912280701754386
Sapang,0.0,0.0,2.303754266211604,0.5972696245733788,1.2798634812286689,0.0,26.08695652173913,17.318435754189945,30.76923076923077,39.62264150943396,20.175438596491226,3.023983315954119,42.15017064846416,0.0,16.158536585365855,0.0,0.5025641025641026,3.2618181818181817
Sumacab Este,0.2967359050445104,0.2967359050445104,13.05732484076433,1.3473787359137677,1.1758941695247427,0.02449779519843214,35.13513513513514,19.95661605206074,31.1284046692607,43.884892086330936,67.48329621380846,4.332855093256815,37.628613424791766,2.0578147966683,8.465991316931982,0.39196472317491426,0.37487369484674976,2.2268774703557312
Sumacab Norte,1.0204081632653061,0.0,7.281871856549311,0.9621692543188278,0.43734966105401263,0.5248195932648152,44.927536231884055,16.796267496111973,24.736842105263158,54.94505494505495,20.8955223880597,1.6402258671685936,38.96785479991253,0.28427727968510824,5.156537753222836,0.021867483052700636,0.5207848353841038,1.9598705501618123
Sumacab South,4.40771349862259,0.0,8.511205976520811,0.6937033084311632,0.13340448239060831,0.10672358591248667,24.59016393442623,17.89709172259508,21.978021978021978,38.28125,35.75757575757576,1.25,23.772678762006404,0.2934898612593383,4.014336917562724,0.026680896478121666,0.4657802111849824,1.7991038088125466
Talipapa,0.36101083032490977,0.0,9.137489325362939,4.48334756618275,0.0,0.29888983774551664,23.684210526315788,20.460358056265985,21.12676056338028,48.61111111111111,18.055555555555554,2.092274678111588,46.883005977796756,0.8966695132365499,4.834905660377359,0.25619128949615716,0.59428182437032,1.902106567534077
Valdefuente,1.3986013986013985,0.0,1.3031337263419174,0.43437790878063914,0.37232392181197643,0.31026993484331367,30.909090909090907,19.616204690831555,24.137931034482758,40.55944055944056,31.203007518796994,3.3803863298662704,27.52094322060192,0.8377288240769468,7.195421095666394,0.06205398696866273,0.5311163895486936,1.839647577092511
Valle Cruz,4.75206611570248,0.2066115702479339,1.5188500135611607,9.62842419311093,0.0,0.32546786004882017,27.631578947368425,17.391304347826086,24.199288256227756,57.14285714285714,18.207282913165265,1.1375387797311272,37.13045836723624,0.0,3.917378917378917,0.027122321670735017,0.5401002506265664,1.7331356560415123
Vijandre District (Pob.),2.912621359223301,0.0,7.38327904451683,0.9771986970684038,0.5428881650380022,0.0,22.727272727272727,13.600000000000001,28.57142857142857,33.33333333333333,26.041666666666668,0.5326231691078562,30.401737242128124,1.737242128121607,5.3708439897698215,0.10857763300760044,0.5049019607843137,1.4891891891891893
Villa Ofelia-Caridad,1.0526315789473684,0.0,1.9882179675994107,1.1782032400589102,0.0,0.0,17.647058823529413,15.337423312883436,29.807692307692307,29.6875,33.54037267080746,5.115089514066496,21.723122238586157,0.22091310751104565,2.564102564102564,0.22091310751104565,0.4249737670514166,1.5526315789473684
Zulueta District (Pob.),0.0,0.0,0.7261410788381742,0.0,0.0,0.0,33.33333333333333,19.607843137254903,44.11764705882353,33.33333333333333,38.46153846153847,1.187648456057007,23.651452282157674,0.0,3.0732860520094563,0.0,0.4388059701492537,1.351219512195122
